가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,image1,menu2,price2,image2,menu3,price3,image3,menu4,price4,image4
상수 넙딱집,0.375,0.167,0.176,0.032,0.071,0.083,0.064,0.032,0,181865391,서울 마포구 독막로 104 1층 1호,0507-1487-2226,이불갈비 400그람,"37,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230608_41%2F1686193876968grC7s_JPEG%2F%25B3%25D2%25B5%25FC%25C1%25FD_%25C0%25CC%25BA%25D2%25B0%25A5%25BA%25F1.jpg,모둠구이 450그람,"39,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230608_129%2F1686193893034vjDkW_JPEG%2F%25B3%25D2%25B5%25FC%25C1%25FD_%25B8%25F0%25B5%25D2%25B1%25B8%25C0%25CC.jpg,특모둠구이 750그람,"65,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230608_242%2F1686193905362V1FIy_JPEG%2F%25B3%25D2%25B5%25FC%25C1%25FD_%25C6%25AF%25B8%25F0%25B5%25D2%25B1%25B8%25C0%25CC.jpg,검은콩 우렁 된장찌개,"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230608_214%2F1686193979345MUSmb_JPEG%2F%25B3%25D2%25B5%25FC%25C1%25FD_%25B0%25CB%25C0%25BA%25C4%25E1%25BF%25EC%25B7%25B7%25B5%25C8%25C0%25E5%25C2%25EE%25B0%25B3.jpg
연남복돼지,0.452,0.183,0.024,0.053,0.082,0.13,0.077,0,0,135129913,서울 마포구 동교로 248-1 1층,02-332-2257,급냉삼겹살,"10,000원",none,생삼겹살,"12,000원",none,목살,"12,000원",none,항정살,"12,000원",none
몰토베네,0.323,0.227,0.169,0.065,0.136,0,0,0.081,0,23932283,서울 마포구 성지3길 67 1층,0507-1375-5682,마르게리따 프레스카,"27,000원",none,,,,,,,,,
합정서서갈비 합정점,0.502,0.23,0.029,0.058,0.045,0.095,0.041,0,0,3258863,서울 마포구 월드컵로 45,02-334-3012,서서갈비,"19,000원",none,소갈비살,"22,000원",none,묵은지 고등어조림,"9,000원",none,옛날식 김치전골,"9,000원",none
청돈옥 홍대본점,0.371,0.254,0.092,0.157,0.064,0,0,0.061,0,127233678,서울 마포구 잔다리로6길 10 1층 청돈옥,0507-1319-0460,청국장,"7,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230309_111%2F1678368384122KmNcH_JPEG%2F%25BC%25AD%25BF%25EF%25BF%25A9%25C7%25E003.jpg,삼겹살(150g),"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231004_207%2F1696416031531JE8zQ_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF22IMG_5090.jpeg,2인세트메뉴,"49,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231016_169%2F1697437802505oORY2_JPEG%2F2%25C0%25CE.jpeg,3인세트,"70,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231016_28%2F1697437891233Fm2nP_JPEG%2F3%25C0%25CE.jpeg
이자카야무세이,0.442,0.212,0.108,0.069,0,0.087,0,0.082,0,1836132,서울 마포구 어울마당로 127-1,02-333-8174,모듬회(2-3인),"38,000원",none,간장새우(새우장),"17,000원",none,무세이 BEST5사케세트(돗쿠리+타코와사비+오뎅나베),"42,000원",none,무세이BEST5사케세트(하쿠+토리),"45,000원",none
24시 산더미불고기,0.293,0.124,0.091,0.068,0.103,0.144,0.178,0,0,3155871,서울 마포구 어울마당로 47,0507-1305-7626,산더미불고기(1인분),"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190530_94%2F1559193318378YJ7Ap_JPEG%2FxKfLYP9PwtDeiPOcCHq-cPq4Rql_I6v_Xxd6kitaywo5vpcvMsIxiKB7x_VPhbbb.jpg,양푼이매운갈비찜(1인분),"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190530_285%2F1559193318704RRbxF_JPEG%2FLFT3dbu_kAICMNHBcz0wMa1gVT7Cgf6s9Y5iwtzVUeAf3O2ruG3iopKCMEQWCZkn.jpg,제주급냉삽겹살,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230714_174%2F1689323951854Ku7UH_JPEG%2FSamgyeopsal1_094703_870.jpg,대패삽겹살(130g),"6,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230717_161%2F1689564672812G817W_JPEG%2Fm2l7hApEDw8cB4Y4E8AZwuZUZ3Ny6OXem8STqtJd3JUGZnvwA9qaXPhUrlkIIo18.jpg
오이지 연남,0.339,0.135,0.184,0.085,0.075,0.058,0.055,0.041,0.028,172889566,서울 마포구 연희로1길 15 지층 오이지 연남,0507-1361-4838,차돌 들기름 국수,"11,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221206_251%2F1670253721886zXDnb_JPEG%2F1668739004090.jpg,명란 치즈 순두부,"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221206_121%2F1670253685771KeSF8_JPEG%2F1668739003721.jpg,오이지 냉모밀(시즌메뉴),"11,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230601_106%2F1685613607932wbne1_JPEG%2F%25BF%25C0%25C0%25CC%25C1%25F6_%25B3%25C3%25B8%25F0%25B9%25D0.jpg,꼬막 비빔밥,"10,800원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221207_101%2F1670417009854Renzo_JPEG%2F%25B2%25BF%25B8%25B7_%25BA%25F1%25BA%25F6%25B9%25E4.jpg
대포막창,0.43,0.193,0.098,0.024,0.104,0.092,0.045,0.015,0,101959243,서울 마포구 양화로6길 57-5,02-322-3928,대구납짝생막창,"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220324_110%2F1648114662073VtmEc_JPEG%2F0942E9DA-FD37-484A-AF0A-2EA1A1425A6B.jpeg,대구소막창,"23,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220324_70%2F1648114504357db0Gy_JPEG%2F5DF75029-D79C-4407-81BC-918BB7B80AB0.jpeg,국내산 삼겹살,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220324_46%2F16481147673256ruWu_JPEG%2F694574F4-8AD8-483E-AD3B-8758EB1EA1B4.jpeg,양념막창볶음,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220324_293%2F1648114847281ndu2j_JPEG%2FD8F34DC1-51CD-4F90-8262-BEC1042221C7.jpeg
동일루,0.34,0.181,0.108,0.034,0.154,0.039,0.072,0.023,0.05,3661540,서울 마포구 포은로 75 1층,02-3144-2221,우육탕면,"10,000원",none,하마짬뽕,"9,000원",none,백마짬뽕,"8,000원",none,쟁반짜장,"8,000원",none
쿠보,0.301,0.219,0.126,0.117,0,0.113,0,0.126,0,163607606,서울 마포구 동교로 258-1 2층,0507-1359-4352,한우모츠나베,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230330_133%2F1680153574177q23CC_JPEG%2F0865330C-7732-48B0-B492-D64C86D94C20.jpeg,쿠보파스타,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230330_25%2F1680153712235jgNTT_JPEG%2F653282B0-F7F5-4DDB-9001-731A4125A5EB.jpeg,연어사시미,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_59%2F16927213356971oLfp_JPEG%2FE12B2A4D-1EF8-429E-BD54-A6942E406E72.jpeg,명란크림파스타,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230823_122%2F1692721358657n6IjF_JPEG%2F296CACB7-7592-44B0-A879-49B2CDF37802.jpeg
자자,0.284,0.171,0.107,0.116,0.131,0.042,0.057,0.092,0,141862881,서울 마포구 독막로 18,02-336-3389,해물짬뽕,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_42%2F1660055048733G5Mvt_JPEG%2FKakaoTalk_20220809_232338393.jpg,깐풍가지,"20,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230219_39%2F1676784797886vXPaO_JPEG%2F0B131348-249C-4F61-AC92-5F031AE3AC40.jpeg,두시기,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230219_125%2F1676784771522yOyHH_JPEG%2F0A22612E-F63C-4B85-9DE7-A0020F4F297B.jpeg,팔보채,"38,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_161%2F1660054183373uPETb_JPEG%2FKakaoTalk_20220809_230849919_08.jpg
타테이와,0.348,0.207,0.133,0.156,0,0,0,0.156,0,187194172,서울 마포구 월드컵로3길 31-6 201호,0507-1390-6163,오늘의 사시미 2인,"40,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230611_299%2F1686469586957oRCEO_JPEG%2F%25BB%25E7%25BD%25C3%25B9%25CC1.jpg,시로미 자몽 세비체,"20,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230805_35%2F1691176805666FBsgS_JPEG%2F1691174524824.jpg,바질조개술찜,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230612_117%2F1686542761327SQUuL_JPEG%2F%25B9%25D9%25C1%25FA%25C1%25B6%25B0%25B3%25BC%25FA%25C2%25F2.jpg,아구 가라아게,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230611_185%2F1686469663207MbrEO_JPEG%2F%25BE%25C6%25B1%25B8%25B0%25A1%25B6%25F3%25BE%25C6%25B0%25D4.jpg
실로암손만두,0.305,0.142,0.043,0,0.085,0.128,0.142,0.007,0.149,2087952,서울 마포구 성지1길 10,02-335-5646,만두국,"7,000원",none,칼만두,"7,000원",none,떡만두,"7,000원",none,찐만두,"6,000원",none
마포곱창타운 연남점,0.388,0.238,0.061,0,0.118,0.075,0.12,0,0,1835676,서울 마포구 동교로27길 20,02-336-4496,황소곱창구이(한우곱창),"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230201_285%2F1675230990184qiVyh_JPEG%2FKakaoTalk_20230201_141808768_20.jpg,황소곱마니곱창구이,"27,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230201_111%2F1675231023988Tr8MP_JPEG%2FKakaoTalk_20230201_141808768_24.jpg,황소곱창모듬(곱창+대창+염통),"24,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230201_10%2F1675231056089ROP9u_JPEG%2FKakaoTalk_20230201_141808768_12.jpg,야채곱창,"13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_275%2F163124908420310zM0_PNG%2FVWZz-gnlDN1pqprvzC-8mNpF.png
멘야준,0.291,0.16,0.115,0.095,0.095,0.029,0.028,0.021,0.166,107092673,서울 마포구 동교로 128,070-8677-0726,시오라멘,"10,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210411_265%2F1618131390630AMv1B_JPEG%2FfO5sGogt3uc4uxtaLJnAZykG.jpeg.jpg,시오라멘+1(차슈추가),"11,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210411_292%2F16181314063739GB5L_JPEG%2F7W6YU4BuyfL2fgNKwog5dikZ.jpeg.jpg,"특선시오라멘(차슈,완자추가)","13,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210411_229%2F1618131351406cUMJ3_JPEG%2FKGhJFwIXOhVo1YAR95xyiVxp.jpeg.jpg,고기밥,"3,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210411_165%2F1618131420969Ih7M6_JPEG%2FYwE50NvRsYiOmuAY10pgBaeN.jpeg.jpg
리춘시장 연남점,0.317,0.149,0.091,0.071,0.067,0.192,0.069,0.044,0,121338104,서울 마포구 동교로 217 1층,0507-1326-6320,치킨마라비빔면,"14,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_79%2F1695086349054WiLMK_PNG%2F%25C4%25A1%25C5%25B2%25B8%25B6%25B6%25F3%25BA%25F1%25BA%25F6%25B8%25E9.png,즉석마라떡볶이,"18,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_152%2F1695086200470NQOPj_PNG%2F%25C1%25EF%25BC%25AE%25B8%25B6%25B6%25F3%25B6%25B1%25BA%25BA%25C0%25CC.png,우삼겹대창마라전골,"26,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_183%2F1695085928329j8oEb_PNG%2FKakaoTalk_20230823_172358475.png,리춘 하이볼,"5,900원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220722_269%2F16584803964852yoOI_PNG%2F%25B8%25AE%25C3%25E1%25BD%25C3%25C0%25E5_%25B8%25B8%25B8%25B8%25C3%25E1_%25C7%25CF%25C0%25CC%25BA%25BC_1040.png
이응이응이응이응,0.276,0.161,0.14,0.066,0.074,0,0.051,0.231,0,160120474,서울 마포구 독막로 63-1 1층 2층 정원 및 루프탑,0507-1351-5507,트러플 뇨끼,"27,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210911_93%2F1631318885283UlyYc_JPEG%2F-dTp7GD8Vy87mUV9Q2S6bMZz.jpg,쉬림프잠발라야,"22,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210911_297%2F16313178937895RPkB_JPEG%2F8EJns5LnaUF0_Bb0c7Y0YBn9.jpg,바질파스타,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230504_17%2F168313562074358wfb_JPEG%2FSNOW_20230427_130151_609.jpg,토마토비프리가토니,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230504_257%2F1683135733211JW1ms_JPEG%2FSNOW_20230426_165320_705.jpg
응급실국물떡볶이 서울광흥창역점,0.33,0.138,0.036,0.134,0.085,0.085,0.161,0,0.031,109766052,서울 마포구 신수로 28 1층,0507-1429-2119,[New]마라국물떡볶이,"16,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230830_130%2F1693371095507Nvmvd_JPEG%2FLzAHTzXYZjopi5ZNDsgdeXpSSapU_6MbPvgWSdlK72AXlGvk47E_QsIRDRw08QSu.jpg,[응급실떡볶이],"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210414_36%2F1618377037227vxe5P_JPEG%2FE7oTFXwIknVjjHLlGJq716f8a0qSW7smqy5E7hWZyag%253D.jpg,[응급실오뎅 ],"14,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211130_166%2F1638262789246moHHn_JPEG%2Fsuint4_6P35_g-qmufz3gP-0UYBV4ji0zzM1oTcwGyQ%253D.jpg,응급실국물떡볶이(단무지미제공)(1~2인분),"9,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211229_149%2F1640739420372W5QvE_JPEG%2F4n9Fob9YRAuHasDUCzAQDgqrC8hBQwo69MWcdvpx34c%253D.jpg
멘타카무쇼,0.293,0.125,0.131,0.046,0.059,0.039,0.141,0.017,0.15,108033068,서울 마포구 와우산로13길 49-10,0303-0123-4567,농후츠케멘,"9,500원",none,농후아지타마츠케멘,"10,500원",none,농후무쇼츠케멘,"13,000원",none,농후카라츠케멘,"10,000원",none
구가네 김밥,0.383,0.111,0.028,0.046,0.087,0.111,0.08,0,0.154,37159920,서울 마포구 월드컵로3길 28 금성빌딩 1층,02-332-4925,구가네김밥,"4,000원",none,고추김밥,"4,500원",none,유부김밥,"5,000원",none,꽃나물김밥,"5,000원",none
한강껍데기,0.498,0.176,0.084,0,0.102,0.073,0.067,0,0,1879639,서울 마포구 망원로 48-1,02-6083-3733,껍데기,"9,000원",none,생목살,"15,000원",none,생삼겹,"15,000원",none,왕갈비,"14,000원",none
히로,0.35,0.235,0.111,0.065,0,0.101,0,0.138,0,3717608,서울 마포구 동교로 276 2층,0507-1407-4795,팟타이치킨,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230614_101%2F16867339363369KJMF_JPEG%2FScreenshot_20230614_180332.jpg,차돌숙주볶음,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201207_145%2F1607326927673PFkIk_JPEG%2FNGGAvbewrDaiFGwLhU3l-zF6.jpg,멘치카츠,"18,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230629_129%2F1688035010730kSu1e_JPEG%2F1687705486417.jpg,나가사키 해물나베,"19,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230614_190%2F1686734468212wgA4V_JPEG%2FScreenshot_20230614_180407.jpg
진경순 부대꼬마김밥 홍대직영점,0.296,0.11,0.054,0.082,0.062,0.146,0.065,0,0.186,116764932,서울 마포구 와우산로23길 42 1층,010-9932-5594,꼬마김밥 6줄,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230413_252%2F1681354270561JgcNY_JPEG%2F%25B2%25BF%25B8%25B6%25B1%25E8%25B9%25E4%25286%25C1%25D9%2529.jpg,부꼬김 맵떡,"4,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230413_238%2F1681354679925yltiu_JPEG%2F%25B8%25C5%25BF%25EE%25B6%25B1%25BA%25BA%25C0%25CC.jpg,튀김세트,"5,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230920_167%2F1695201078670455D7_JPEG%2F%25B8%25F0%25B5%25D2%25C6%25A2%25B1%25E8.jpg,부꼬김 떡튀순세트,"11,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230413_271%2F1681354345307cxYO1_JPEG%2F%25BC%25BC%25C6%25AE1%25B9%25F8.jpg
쿠시노주방,0.442,0.163,0.225,0,0,0.044,0,0.126,0,8647120,서울 마포구 동교로 218-1 지하 1층 쿠시노주방,010-7245-0503,쿠시노 나베,"33,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200804_134%2F1596519928775kghts_JPEG%2FO9HMea64AT4j_HMfI8-RT9gN.jpg,쿠시노 스키야키,"31,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_201%2F1660025684444wsW4U_JPEG%2FDSC09755.JPG,오늘의 야키토리 8종,"25,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200804_222%2F1596520251687tpx01_JPEG%2F_sbDiBp_Oo_JhxVsATMHlrvN.jpg,레몬크림 가라아게,"15,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220809_278%2F1660015943916aelJ3_JPEG%2FIMG_4390.JPG
엑소김밥,0.394,0.13,0.048,0.014,0.163,0.082,0.072,0.014,0.082,115595848,서울 마포구 방울내로9안길 71 일층,02-333-3388,치즈고추,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230721_38%2F1689906767697ozkfP_GIF%2F3472456895349796660_20230721113236962.gif,마요멸치,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230112_259%2F16734864559152Q5A3_GIF%2F00C75942-4C28-4ABD-8623-04D8863A7B27.gif,마요킹소세지,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221102_200%2F1667363405275fz0sW_JPEG%2F685DE8C0-ABD3-4356-81B0-F6F4C9446E15.jpeg,햄김치,"4,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221102_100%2F1667363532335sdllr_JPEG%2F60A9CBC8-49D8-42E2-9CBB-C61680D7F27B.jpeg
오물오물,0.372,0.1,0.06,0.04,0.052,0.155,0.112,0.014,0.095,107689590,서울 마포구 동교로 240 B1,0507-1391-3326,로제 오므라이스,"9,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200603_182%2F1591168729218CnOVV_JPEG%2FfsqZ1Emgr2ayHJPuwq5A8Ma6.jpg,크림베이컨 오므라이스,"9,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200603_98%2F1591168717997LgxHU_JPEG%2F6pEIX4AtVi7eITfnlm9GMkHv.jpg,오므라이스,"9,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200603_95%2F1591168745634wuzC4_JPEG%2FnEBJ2Vpb5LKx5iuNxs8jW3Nr.jpg,카레 오므라이스,"9,500원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200603_3%2F1591168758022vQ75y_JPEG%2FM_e8XkAtmp_xTEnyOJ6fblja.jpg
필참치,0.318,0.174,0.033,0.057,0.184,0.147,0.067,0,0.02,3764916,서울 마포구 양화로6길 54,02-3142-3700,특스페셜 무한리필,"45,000원",none,실장스페셜 무한리필,"65,000원",none,참치스페셜 무한리필,"38,000원",none,필스페셜 무한리필,"85,000원",none
거문양 ON Tapas,0.333,0.268,0.179,0.057,0,0.104,0,0.06,0,127077945,서울 마포구 양화로6길 57-12 1층,0507-1472-8401,이베리코 블랙라벨 특수부위 3종,"38,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230615_101%2F1686819003273y5OpG_JPEG%2F20230526_180254.jpg,플루마 특수부위 한판세트,"48,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230615_161%2F16868191880170F7nb_JPEG%2F20230526_180245.jpg,ON Tapas 오늘의 타파스,변동,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230615_219%2F1686819555641tA03g_JPEG%2F20230614_193909_HDR.jpg,거문양 감바스,"17,000원",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=f400_300&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230615_215%2F1686819826353Oq5QF_JPEG%2F20201231_194124_HDR.jpg
