가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크,address,tel,menu1,price,menu2,price2,menu3,price3,menu4,price4
명궁,0.385,0.154,0.05,0.046,0.088,0.092,0.104,0,0.081,191952348,서울 마포구 월드컵북로8길 7,02-334-9025,,,,,,,,
뭉텅 홍대점,0.329,0.222,0.108,0.126,0,0.073,0.096,0.046,0,100099125,서울 마포구 어울마당로 37 1층,0507-1432-1329,홍대 뭉텅 주먹구이(500g),"47,000원",홍대 뭉텅 육즙 삼겹살(170g),"15,000원",갓 지은 뭉텅 특밥(2인),"4,500원",뭉텅 주먹구이 추가 반접시(250g),"24,000원"
곰면옥,0.294,0.133,0.026,0.039,0.104,0.104,0.146,0.006,0.149,106687346,서울 마포구 성미산로 112 1층,0507-1378-8862,소고기쌀국수,"12,000원",옛날돈까스,"12,000원",,,,
형제집,0.36,0.24,0.13,0.07,0,0.08,0,0.12,0,3710853,서울 마포구 포은로 39 1층 형제집,0507-1489-2230,고기짜파그라탕,"16,000원",고기야끼소바,"20,000원",형제집 오뎅탕,"22,000원",카라아게&샐러드,"17,000원"
토라슌,0.279,0.149,0.156,0.076,0.166,0.048,0,0.082,0.045,139938778,서울 마포구 와우산로29마길 10-4 1층,0507-1435-0517,토라슌세트 (500g) *2~3인용,"98,000원",토라슌 하프세트 *1~2인용,"53,000원",소고기라면,"7,000원",육회,"16,000원"
설램이길,0.269,0.197,0.08,0.143,0.131,0,0,0.18,0,125483916,서울 마포구 어울마당로5길 4 1층,0507-1434-0427,생 양갈비,"30,000원",생 양등심,"28,000원",고추명란파밥,"7,000원",토마토 라멘,"9,000원"
요츠야,0.305,0.238,0.125,0.159,0,0.055,0,0.119,0,177555109,서울 마포구 독막로5길 28 1층,010-3968-9876,치킨 난반,"20,000원",사시미 모리아와세,"40,000원",소고기 타다끼,"25,000원",오뎅나베,"25,000원"
인생담은식당,0.376,0.083,0,0.093,0.1,0.041,0.076,0.045,0.186,3763369,서울 마포구 잔다리로6길 22 1층,0507-1397-0980,멘치가츠정식,"11,000원",버터소고기숙주볶음정식,"11,000원",청양고추멘치가츠,"11,000원",버터소고기야끼소바,"11,000원"
밥스바비 연남점,0.342,0.146,0.082,0.041,0.06,0.111,0.035,0.101,0.082,3604689,서울 마포구 동교로 225 1층 밥스바비 연남점,02-6348-1777,,,,,,,,
우마담,0.304,0.202,0.143,0.089,0.104,0,0.046,0.112,0,165872675,서울 마포구 독막로3길 30 2층 우마담,0507-1318-0518,우마담 本 한우 오마카세,"140,000원",,,,,,
심원,0.276,0.152,0.114,0.102,0.132,0.019,0.036,0.065,0.102,132938522,서울 마포구 성미산로29안길 19-7 1층,0507-1398-8557,민물 장어 덮밥 정식,"29,000원",바다 장어 덮밥 정식,"18,000원",스테이크덮밥,"18,000원",사케에비동,"18,000원"
홍콩식당 홍대점,0.262,0.11,0.184,0.047,0.09,0.054,0.115,0.062,0.075,153655291,"서울 마포구 양화로 156 LG팰리스빌딩 1층 113호, 115호",0507-1349-3984,깐차우뉴허.乾炒牛河,"16,000원",카레도가니갈비찜동(咖喱薯仔炆牛腩飯),"13,000원",쉬림프마파두부동蝦仁麻婆豆腐飯Best1,"9,000원",차슈계란동세트(滑蛋叉燒套餐),"18,000원"
스탠딩박스,0.31,0.257,0.114,0.102,0,0.065,0,0.153,0,104744371,서울 마포구 동교로36길 7 101호,0507-1341-4531,스탠딩박스 오뎅,"12,000원",아사히 엑스트라 콜드 (프리미엄),"7,000원",산토리 가쿠빈 하이볼,"7,000원",우삼겹야끼소바,"12,000원"
연희김밥 본점,0.46,0.097,0.118,0.017,0.116,0.108,0.044,0,0.039,1875215,서울 서대문구 연희로11가길 2,02-323-8090,연희김밥,"3,500원",멸치김밥,"4,500원",참치김밥,"4,500원",꼬마김밥,"1,500원"
리리코 연남,0.298,0.194,0.051,0,0.146,0.058,0,0.254,0,184118753,서울 마포구 동교로 266-11 101호,0507-1337-0289,,,,,,,,
브런치가,0.368,0.108,0.064,0.082,0.111,0.059,0.078,0.13,0,3409835,서울 마포구 월드컵북로4길 39 1층,02-735-0263,브런치가 플레이트,"17,900원",베어컨 치즈 빅 오믈렛,"14,900원",치킨/쉬림프/ 퀘사디아,"17,900원",리코타 그린 플랫브레드,"19,900원"
황곱,0.366,0.233,0.068,0.089,0.122,0.047,0.074,0,0,143085308,서울 마포구 어울마당로 149 1층,0507-1492-8310,황곱모듬구이,"25,000원",소곱창전골,"35,000원",소대창전골,"35,000원",한우육사시미+육회,"40,000원"
테이커테이블,0.305,0.182,0.103,0.083,0.079,0.036,0,0.211,0,185856834,서울 마포구 동교로30길 6 반계단 위 1층,02-6954-0066,오리가슴살 스테이크,"29,000원",비스큐 토마토뇨끼,"19,000원",이베리코 꽃목살스테이크,"29,000원",채끝스테이크,"34,000원"
신야텐야 합정교보문고점,0.304,0.141,0.079,0.04,0.079,0.062,0.084,0,0.211,5056487,서울 마포구 월드컵로1길 14 마포한강푸르지오 1차 상가동 B112-2호,02-332-7997,신야가정식,"16,500원",신야텐정식,"14,500원",부타텐정식,"14,000원",토리텐정식,"14,000원"
헤비스테이크 더 연남,0.198,0.179,0.111,0.122,0.103,0,0.106,0.182,0,144896409,서울 마포구 동교로 230 2층,02-6351-3309,"레인보우 스테이크(비프,치킨,함박)","12,900원","치즈 스테이크(비프,치킨,함박)","14,500원",알리고 스테이크,"28,000원",토마호크 스테이크,변동
이노시시 연남본점,0.351,0.288,0.171,0.095,0,0.041,0,0.054,0,1326936,서울 마포구 연남동 226-16,0507-1368-7307,사시미 숙성회(2인),"54,000원",고등어봉초밥,"24,000원",마제소바 (마제우동)(1인분),"15,000원",게이득(남이발라준게),"38,000원"
청년닭발1987,0.368,0.181,0.149,0.033,0.035,0.067,0.071,0.096,0,3728234,서울 마포구 동교로 218-1 1층,010-3959-1987,오리봉닭발,"30,000~33,000",파인애플소주,"12,000원",소대창닭발 (통뼈/무뼈),"30,000~32,000",소곱창튀김닭발 (통뼈/무뼈),"30,000~32,000"
미미램양꼬치,0.325,0.079,0.076,0.02,0.059,0.282,0.16,0,0,141448518,"서울 마포구 성미산로 196 1층, 2층",02-6339-7666,양꼬치 무한리필 1人,"19,800원",고급양갈비,"18,000원",꿔버로우,"10,000원",마요네즈새우,"12,000원"
무명요리사,0.454,0.207,0.204,0.048,0,0.048,0,0.038,0,106468288,서울 마포구 동교로32길 3 1층 무명요리사,02-3144-3884,,,,,,,,
슬로우야드 바베큐,0.287,0.183,0.166,0.163,0,0,0,0.202,0,172193987,서울 마포구 포은로 7 슬로우야드,02-332-0999,플래터(2-3인)(런치/디너),"72,000원",비프립 플래터(2인)(디너),"92,000원",파티 플래터(4-5인)(디너),"115,000원",슬로우야드BBQ 런치 플레이트(1인),"23,000원"
올바른김밥,0.292,0.105,0.175,0.038,0.191,0.044,0.031,0.002,0.121,70381686,서울 마포구 성미산로 200 올바른김밥,02-3142-3681,,,,,,,,
하카타 호르몬,0.296,0.187,0.123,0.091,0.143,0.041,0.033,0.027,0.058,196720959,서울 마포구 독막로5길 26 1층,0507-1494-0433,부채살&대창,"26,000원",부채살 스테이크,"19,000원",살치살,"26,000원",토시살 스테이크,"19,000원"
냠냠분식,0.373,0.211,0.012,0.012,0.051,0.133,0.107,0,0.102,102746969,서울 마포구 월드컵북로30길 8,02-303-7332,,,,,,,,
스튜디오포비피엠 합정,0.181,0.264,0.125,0.139,0.042,0,0,0.25,0,119975288,서울 마포구 토정로3안길 29 1.5층,0507-1385-3390,얼그레이진토닉,"9,000원",,,,,,
우동 카덴,0.367,0.079,0.138,0.048,0.083,0.044,0.167,0,0.072,3439399,서울 마포구 양화로7안길 2-1,02-6463-6362,가케우동,"8,000원",덴뿌라우동,"11,000원",붓가케우동,"8,500원",유부우동,"10,000원"
경양카츠 연남점,0.311,0.147,0.098,0.109,0.094,0.033,0.056,0.097,0.053,112836462,서울 마포구 동교로 238-1,070-7543-5445,경양 냉 소바,"7,000원",서울 수육카츠,"25,900원",서울 족발카츠,"20,800원",등심카츠,"15,900원"
키토분식 동교점,0.284,0.104,0.128,0.071,0.145,0.056,0.019,0.007,0.187,198418511,서울 마포구 동교로 187,0507-1365-1692,햄야채김밥,"4,300원",햄치즈김밥,"4,800원",고소한유부김밥,"5,200원",묵은지참치김밥,"5,500원"
인생감자탕 합정점,0.243,0.141,0.087,0.115,0.117,0.066,0.141,0.056,0.034,120494177,서울 마포구 양화로1길 18 1층,0507-1338-4476,우거지 목뼈 감자탕,"35,000원",묵은지 목뼈 감자탕,"35,000원",파김치 목뼈 감자탕,"35,000원",치즈 매운 뼈구이,"50,000원"
마담갓포,0.227,0.167,0.136,0,0.197,0.076,0.03,0.167,0,141608964,서울 마포구 성지1길 70 1층,0507-1382-2323,마담갓포 오마카세,"77,000원",마담갓포 오츠마미,"30,000원",,,,
사심스키야키 연남직영점,0.25,0.155,0.138,0.073,0.112,0.108,0.06,0.103,0,153722700,서울 마포구 성미산로 190-4 지하,0507-1376-4040,"1인(평일, 주말 디너)","55,000원",1인(주말런치),"35,000원",,,,
파쿠모리 홍대2호점,0.322,0.13,0.138,0.046,0.054,0.088,0.084,0.042,0.096,3526352,서울 마포구 어울마당로 132-1,02-3142-5553,드라이 믹스,"12,400원",가츠돈,"8,500원",플레인 가라아게,"10,500원",오므소시지,"11,900원"
뭉칫돈,0.339,0.244,0.065,0.221,0.085,0,0,0.046,0,110102327,서울 마포구 홍익로5안길 16 2층,0507-1343-3552,도깨비살,"16,000원",숙성 삼겹살,"16,000원",숙성 목살,"16,000원",숙성 생갈비,"16,000원"
천리향양꼬치,0.351,0.157,0.045,0.015,0.052,0.321,0.06,0,0,164800227,서울 마포구 양화로6길 67 서울 마포구 서교동399-24,02-3144-7779,양꼬치 10꼬치,"7,000원",꿔보우러,"10,000원",닭똥집 10꼬치,"10,000원",양갈비살꼬치 10개,"13,000원"
탕화쿵푸마라탕 연남점,0.392,0.119,0.038,0.028,0.125,0.084,0.067,0.033,0.114,114169821,서울 마포구 양화로23길 40 2층,0507-1472-7707,마라탕,"7,000원",마라샹궈,"15,000원",꿔바로우,"13,000원",,
소노야,0.366,0.071,0.026,0.083,0.039,0.146,0.088,0,0.18,190569657,서울 마포구 월드컵로1길 14 마포한강 푸르지오 로비층,02-324-3061,돈까스정식,"8,000원",,,,,,
미스타교자 미니합정점,0.263,0.155,0.121,0.082,0.075,0.121,0.014,0.116,0.052,127991945,서울 마포구 월드컵로1길 54,0507-1328-0394,야끼교자,"5,000원",갈비튀김교자,"6,000원",교자탕수,"6,000원",매운새우완탕,"7,000원"
형님저요,0.433,0.189,0.071,0.02,0.122,0.126,0.039,0,0,1834916,서울 마포구 어울마당로 136,02-325-8050,리얼삼겹살,"13,000원",이베리코 꽃등심,"14,000원",갈매기살,"14,000원",양념갈매기살,"14,000원"
유진정육식당 합정점,0.4,0.176,0.047,0.047,0.082,0.153,0.047,0,0.047,3854870,서울 마포구 독막로 11-5 1층,02-3143-5525,소한마리(900g),"88,000원",송아지한마리(450g),"55,000원",돼지스페셜(900g),"62,000원",돼지한마리(900g),"52,000원"
얹다,0.268,0.129,0.096,0.112,0.071,0.039,0.057,0.072,0.156,119398943,서울 마포구 동교로46길 42-5 신박사빌딩 1층  얹다,0507-1428-5545,돈테키,"16,000원",꽃마제소바,"15,000원",탄탄멘,"11,000원",차슈덮밥,"10,000원"
하하&김종국의 401정육식당,0.444,0.204,0.058,0.058,0.091,0.058,0.058,0.029,0,3511730,서울 마포구 잔다리로 23,02-325-0805,한판세트,"66,000원",삼겹살 180g,"17,000원",목살 180g,"17,000원",돼지양념갈비 250g,"17,000원"
올레쭈꾸미,0.277,0.187,0.023,0.087,0.137,0.131,0.143,0,0.015,169794467,서울 마포구 동교로 282 1층 올레쭈꾸미,02-6368-3013,계란찜,"3,000원",쭈꾸미덮밥(2인이상주문가능),"10,000원",쭈꾸미볶음(중),"28,000원",쭈꾸미볶음(대),"36,000원"
모이정,0.453,0.275,0.143,0,0,0.045,0,0.084,0,104032404,서울 마포구 성미산로 122 1층,0507-1381-2885,꼬치구이10종,"34,000원",명란아보카도 샌드구이,"20,000원",모츠나베,"28,000원",오꼬노미야끼,"18,000원"
미필담,0.237,0.15,0.164,0.14,0.082,0.019,0.019,0.014,0.174,100679141,서울 마포구 성지3길 22 1층 좌측 미필담,0507-1366-5041,이북식 손만둣국,"11,000원",소 수육 무침,"27,000원",김치말이 국수,"11,000원",명품 안동소주,"9,000원"
홍대김밥 신수점,0.359,0.157,0.012,0.052,0.113,0.098,0.046,0.006,0.157,117855092,서울 마포구 토정로18길 11 웰스트림 상가동 105호 홍대김밥,0507-1331-3682,꼬마지단김밥,"5,500원",,,,,,
옹달샘 합정 고깃집,0.436,0.218,0.064,0.064,0.115,0.051,0,0.051,0,78097048,서울 마포구 독막로2길 12 1층 우측,02-332-2440,제주 흑돼지 한근(600g),"60,000원",제주 오겹살/목살,"20,000원",제주 항정살 170g,"20,000원",제주 갈매기살,"18,000원"
황소랑,0.328,0.19,0,0.091,0.123,0.19,0.079,0,0,65003396,서울 마포구 와우산로29마길 23 1층 황소랑,0507-1420-9298,황소모듬 600g,"55,000원",황소모듬 1.2kg,"99,000원",와규등심500g,"69,000원",와규등심300g,"49,000원"
연남동멘,0.208,0.137,0.11,0.129,0.09,0,0.137,0.122,0.067,115960497,서울 마포구 동교로38길 33-16 지하1층,02-336-7778,아이스크림 카라이라멘,"15,000원",멘마제,"13,000원",카라쿠치 돈코츠 라멘,"13,000원",딸기바나나 하이볼,"15,000원"
219 다이닝 레스토랑,0.316,0.176,0.041,0.123,0.057,0.147,0,0.14,0,3694317,서울 마포구 잔다리로3안길 16 219,0507-1326-2199,런치 2인세트,"28,000원",그릴드 비프 샐러드(한우1+이상),"17,900원",해장빼쉐탕,"13,900원",베이컨 로제(by 219),"14,900원"
피자마루 마포합정점,0.333,0.194,0.028,0.074,0.13,0.167,0.074,0,0,170577730,서울 마포구 동교로8길 58,02-6951-4482,명란크림쉬림프 피자,"16,900원",라지+라지 대박세트 1,"23,000원",라지+라지 대박세트 3,"31,000원",불고기 피자(L),"16,500원"
국숯집,0.246,0.121,0.115,0.123,0.134,0.04,0.052,0.088,0.081,121621672,서울 마포구 동교로34길 21 우측 지층,02-6404-0302,숯고기 국수,"10,000원",숯간장 비빔국수,"10,000원",흑돼지전 비빔국수,"10,000원",우렁 김치전,"8,000원"
또보겠지떡볶이 해피토스점,0.42,0.158,0.089,0.061,0.057,0.083,0.07,0.061,0,148921768,서울 마포구 잔다리로6길 34-5 2층,0507-1312-8907,,,,,,,,
정소바,0.249,0.125,0.112,0.09,0.153,0.033,0.057,0.095,0.085,196427472,서울 마포구 동교로38길 38 1층 정소바,02-336-9308,단새우 냉소바,"15,000원",우니 냉소바,"17,000원",숙성 연어 덮밥,"15,000원",우니 덮밥,"25,000원"
김뿌라 연남동본점,0.259,0.161,0.133,0.024,0.187,0.036,0.079,0,0.122,3774238,서울 마포구 성미산로 127 LOFT 스튜디오 1층 김뿌라 연남 본점,0507-1475-2513,오늘의 생선모듬초밥,"25,000원",모듬생선초밥,"35,000원",특 모듬생선초밥,"80,000원",오도로와 모듬초밥,"45,000원"
월남선생 합정역점,0.274,0.17,0.039,0.087,0.125,0.164,0.074,0,0.067,3873773,서울 마포구 독막로 9 2층,0507-1405-9229,호주GF 차돌양지쌀국수,"8,000원",나시고랭(인도네시아),"8,500원",치킨 팟타이 (태국),"8,000원",시원한 분짜,"12,000원"
당인가미식,0.433,0.099,0.039,0.063,0.13,0.087,0.061,0,0.088,198974648,서울 서대문구 신촌로 1,,,,,,,,,
르빵드파리 & 브런치하우스,0.144,0.202,0.164,0.102,0,0,0,0.388,0,117411723,서울 마포구 성미산로23길 46 1층,0507-1357-5339,르빵드 파리 플래터,"21,000원",시그니처 프렌치 토스트,"19,500원",트러플 베이컨 베네딕트,"17,000원",스파이시 로제라구 리가토니,"17,000원"
마포만두 합정점,0.314,0.12,0.054,0.041,0.043,0.186,0.061,0,0.181,1172146,서울 마포구 양화로7길 12,02-333-9842,갈비만두,"4,500원",고기만두,"4,500원",김치만두,"4,500원",육개장,"7,500원"
참숯불풍천장어,0.466,0.163,0.036,0.056,0.179,0.06,0.04,0,0,3351098,서울 마포구 포은로 9 1 층,02-335-1693,대-1판 2 마리,변동,대-1마리추가,변동,,,,
대륙포차,0.328,0.152,0.15,0.042,0.11,0.134,0.084,0,0,109312220,서울 마포구 동교로27길 25 1층,0507-1358-1688,,,,,,,,
모바면가 연남점,0.251,0.129,0.082,0.111,0.082,0.094,0.053,0.053,0.146,125047056,서울 마포구 동교로38길 42,010-9742-2202,바질라멘,"9,900원",소바,"9,500원",돈고츠라멘,"9,900원",카라이라멘,"9,900원"
트리플 베이글,0.286,0.165,0.132,0.174,0.066,0,0,0.177,0,167585869,서울 마포구 잔다리로 42 트리플 베이글,02-3144-3663,아보카도 베이컨 토마토 샌드위치,"9,000원",연어 샌드위치,"11,000원",그릴치즈&햄,"7,500원",페리치킨샌드위치,"11,000원"
츄리츄리,0.246,0.154,0.292,0.046,0.092,0,0.031,0.123,0.015,3686883,서울 마포구 독막로15길 3-13 2층,02-749-9996,스피나치,"8,000원",라비올리도,"19,000원",뇨끼 고르곤졸라,"18,000원",레몬에이드/ 오렌지에이드,"6,000원"
스시지현,0.319,0.168,0.059,0.078,0.173,0.082,0.029,0.02,0.073,108081106,서울 마포구 동교로 227-7 1층 스시지현,0507-1473-2022,모둠초밥C,"23,000원",,,,,,
영빈,0.348,0.176,0.022,0.029,0.079,0.151,0.097,0,0.1,1167508,서울 마포구 홍익로5길 57 1층,02-325-3259,세트 1,"23,000원",세트 2,"24,000원",삼선짬뽕,"10,000원",삼선짬뽕(곱배기),"11,000원"
미나리,0.344,0.211,0.188,0.087,0,0,0,0.17,0,166178750,서울 마포구 양화로6길 14 1층 코너점포,010-9585-7805,돼지조림,"25,000원",소고기전,"25,000원",닭구이,"18,000원",미나리마끼,"18,000원"
차만다 연남점,0.273,0.154,0.205,0.119,0.074,0,0,0.175,0,140646743,서울 마포구 동교로 248 2층,0507-1498-0813,비프웰링턴,"44,000원",세터데이 스테이크,"42,000원",셰퍼드파이,"21,000원",피쉬 앤 칩스,"29,000원"
몽주방,0.422,0.156,0.158,0.088,0,0.051,0,0.124,0,105284052,서울 마포구 독막로7길 20 1층,0507-1364-7875,삼겹김치찜,"26,000원",돈카츠나베,"27,000원",몽도리탕,"28,000원",아롱스지수육,"32,000원"
수을관,0.26,0.196,0.208,0.09,0.08,0,0,0.167,0,189503609,서울 마포구 동교로38길 19 2.5층,0507-1375-0207,가을 버섯,"15,000원",닭목살 들깨무침,"17,000원",육회,"19,000원",항정살 수육 무침,"20,000원"
야키토리 지중,0.532,0.185,0.137,0,0,0.073,0,0.073,0,3130616,서울 마포구 동교로29길 32,02-325-5050,닭꼬치 5종 세트,"15,000원",삼겹말이 4종 세트,"14,000원",,,,
소풍김밥,0.327,0.139,0.019,0.042,0.082,0.173,0.074,0.002,0.141,3435040,서울 마포구 동교로 251,02-325-1313,김밥,"3,000원",치즈김밥,"3,500원",고추김밥,"3,500원",참치김밥,"4,000원"
육미안 연남점,0.308,0.227,0.151,0.094,0,0.07,0.077,0.074,0,123146585,서울 마포구 동교로38길 5 2층,0507-1393-3430,런치세트(2~3인분)/14시까지 주문,"49,000원",본갈비(250g),"27,000원",묵은지육회김밥(1++한우),"23,000원",스키야끼우동,"9,000원"
가메스시,0.309,0.114,0.042,0.072,0.174,0.102,0.069,0.018,0.099,109250263,서울 마포구 동교로 177 A동 1층,02-333-6566,특모듬초밥(점심메뉴)11pcs,"21,000원",가메저녁코스요리A코스,"33,000원",모듬초밥(점심메뉴) 11pcs,"16,000원",가메모듬초밥 11pcs,"23,000원"
